20.1261 0.677269
19.9781 1.38108
20.3614 1.97882
20.6719 2.61748
20.9051 3.2882
21.0579 3.98168
21.0662 4.6969
21.0735 5.40403
21.2257 6.09763
21.4584 6.76854
21.8806 7.35295
22.1138 8.02367
22.2666 8.71715
22.3368 9.42379
22.3235 10.1338
22.2268 10.8373
22.0481 11.5245
21.7898 12.186
21.4556 12.8126
21.0501 13.3955
20.5788 13.9267
19.9655 14.3056
19.4938 14.8365
19.1902 15.4904
18.719 16.0216
18.1886 16.4937
17.5349 16.7979
17.0438 17.3179
16.476 17.7394
16.0043 18.2702
15.7007 18.9241
15.2294 19.4554
14.6161 19.8343
14.1895 20.4084
13.7202 20.937
13.2509 21.4655
12.7366 21.9509
12.3305 22.5335
11.9958 23.1598
11.737 23.821
11.5578 24.5081
11.4605 25.2116
11.4466 25.9215
11.5786 26.6245
11.5858 27.3317
11.738 28.0253
12.0886 28.6552
12.1195 29.3755
12.3522 30.0464
12.6621 30.6853
13.045 31.2834
13.4955 31.8323
14.0939 32.2345
14.5448 32.783
14.8231 33.4481
15.2736 33.997
15.7855 34.4891
16.427 34.8182
16.9393 35.3099
17.3436 35.8999
17.7425 36.4838
18.2544 36.976
18.8959 37.305
19.4082 37.7968
19.8125 38.3868
20.2612 38.933
21.3829 40.2985
22.2802 41.3909
23.1776 42.4834
23.4019 42.7565
23.8506 43.3027
24.2992 43.8489
25.4209 45.2144
26.3183 46.3068
27.2156 47.3992
28.1129 48.4916
28.3373 48.7647
28.786 49.311
29.2346 49.8572
30.3563 51.2227
31.2536 52.3151
32.151 53.4075
33.0483 54.4999
33.2727 54.773
34.3943 56.1385
35.2917 57.231
36.189 58.3234
37.0863 59.4158
37.9837 60.5082
38.208 60.7813
39.3297 62.1468
39.5043 62.4576
40.0162 62.9498
41.4677 63.9696
41.7495 64.1828
42.349 64.558
42.8613 65.0497
43.9386 66.4591
44.2096 66.6907
45.1138 68.2169
45.3557 68.4787
45.6661 69.1174
45.8994 69.7881
46.0521 70.4816
46.0605 71.1968
46.1301 71.9002
46.2615 72.595
46.2482 73.305
46.1515 74.0085
45.9728 74.6958
45.7146 75.3573
45.3803 75.9838
44.8724 76.4955
44.5916 77.1533
44.3148 77.8041
43.9093 78.387
43.27   78.7
42.64   79.1
42.01   79.5
41.38   79.9
40.75   80.3
40.12   80.7
39.49   81.1
38.86   81.5
38.23   81.9
37.6    82.3
36.97   82.7
36.34   83.1
35.71   83.5
35.08   83.9
34.45   84.3
33.82   84.7
33.19   85.1
32.56   85.5
31.93   85.9
