78.843 -42.9382
78.8292 -42.9265
78.7004 -42.817
78.3455 -42.515
77.7548 -42.0126
77.0068 -41.3764
76.2084 -40.6973
75.4073 -40.016
74.6092 -39.3372
73.8138 -38.6627
73.0136 -38.0021
72.1934 -37.3742
71.3394 -36.8
70.4447 -36.2975
69.5062 -35.8874
68.5233 -35.5999
67.5063 -35.4658
66.4806 -35.4963
65.4745 -35.6769
64.5089 -35.9945
63.6022 -36.4423
62.7712 -37.0095
62.0145 -37.6573
61.2872 -38.3129
60.5477 -38.9357
59.7759 -39.5079
58.9579 -40.0072
58.0926 -40.4169
57.1812 -40.7126
56.2353 -40.8728
55.2752 -40.8844
54.3268 -40.7617
53.4083 -40.5172
52.5352 -40.1547
51.7216 -39.6832
50.9692 -39.1347
50.2586 -38.5537
49.5741 -37.9584
48.9098 -37.3522
48.2587 -36.7413
47.6146 -36.1314
46.9742 -35.5251
46.3354 -34.9239
45.6969 -34.3287
45.0578 -33.74
44.4124 -33.1529
43.7526 -32.5598
43.0817 -31.9637
42.4073 -31.3709
41.7329 -30.7834
41.0593 -30.2011
40.3871 -29.6235
39.7165 -29.05
39.0456 -28.4784
38.3712 -27.9055
37.6927 -27.3302
37.0121 -26.7539
36.3322 -26.1786
35.6544 -25.6054
34.9781 -25.0336
34.3016 -24.4616
33.6233 -23.8879
32.9431 -23.3126
32.2623 -22.7366
31.5822 -22.1611
30.9033 -21.5864
30.225 -21.0121
29.5463 -20.4373
28.8663 -19.8614
28.1854 -19.2845
27.5043 -18.7074
26.8235 -18.1306
26.1432 -17.5542
25.463 -16.9777
24.7823 -16.4008
24.1008 -15.8233
23.4187 -15.2452
22.7365 -14.667
22.0544 -14.089
21.3724 -13.511
20.6908 -12.9323
20.0146 -12.3463
19.3547 -11.7406
18.724 -11.1029
18.1385 -10.4212
17.6155 -9.68844
17.1742 -8.90197
16.8419 -8.06085
16.6336 -7.17921
16.5501 -6.27835
16.5841 -5.37808
16.7306 -4.49366
16.987 -3.63741
17.3495 -2.81873
17.8087 -2.04596
18.3365 -1.3194
18.9053 -0.629566
19.5034 0.0331948
20.1261 0.677269
22.4304 2.95092
22.9181 3.46251
23.4059 3.97411
23.8937 4.4857
24.3815 4.99729
24.8692 5.50889
25.357 6.02048
25.8448 6.53208
26.3325 7.04367
26.8203 7.55527
27.3081 8.06686
27.7959 8.57845
28.2836 9.09005
28.7714 9.60164
29.2592 10.1132
30.4786 11.3922
31.4541 12.4154
32.4297 13.4386
33.4052 14.4618
34.3807 15.485
35.3563 16.5082
35.6002 16.764
36.0879 17.2756
36.5757 17.7872
37.0635 18.2988
37.5513 18.8103
38.039 19.3219
38.5268 19.8335
39.0146 20.3451
39.5023 20.8567
39.9901 21.3683
40.5213 21.8351
40.9478 22.4029
41.3045 23.0169
41.5866 23.6686
41.6706 24.3846
41.9522 25.0365
42.3085 25.6508
42.7344 26.2189
44.0027 27.4592
44.9783 28.4824
45.2222 28.7382
45.7099 29.2498
46.1977 29.7614
46.7289 30.2282
47.1554 30.796
47.9917 32.3604
48.1691 32.6661
48.524 33.2774
48.8789 33.8887
49.766 35.417
49.9434 35.7227
50.8306 37.251
51.008 37.5567
51.3629 38.168
51.7178 38.7793
52.0726 39.3907
52.3723 40.0312
52.7983 40.5993
53.2881 41.1135
53.8349 41.5665
54.4989 41.8473
55.0461 42.2999
55.5364 42.8136
55.863 43.4563
56.3528 43.9705
56.9413 44.377
57.5237 44.7781
58.014 45.2918
58.3406 45.9345
58.8304 46.4487
59.4189 46.8552
59.9634 47.3059
60.4188 48.1161
61.3646 49.1668
61.6458 49.3859
62.0558 49.9657
62.3948 50.5896
62.6582 51.2491
62.8422 51.935
62.9443 52.6377
62.9631 53.3476
62.774 54.0433
62.7923 54.7532
62.8938 55.456
63.0772 56.142
63.34 56.8017
63.6785 57.4259
62.9691 56.2062
62.4942 55.6782
63.4688 56.6986
64.0538 57.1012
64.6821 57.4321
65.3449 57.687
66.0331 57.8621
66.7534 57.8315
67.4417 58.0061
68.1047 58.2603
68.7332 58.5908
69.3186 58.9928
69.8526 59.4609
70.2352 60.0719
70.8118 60.4951
71.3432 60.9613
71.8746 61.4274
72.406 61.8935
72.9374 62.3596
73.4688 62.8257
74.0002 63.2919
74.5709 63.7095
75.0015 64.2806
75.4744 64.806
75.8993 65.3712
76.433 65.8397
77.018 66.2422
77.6462 66.5732
78.309 66.828
78.9972 67.0032
79.7012 67.0962
80.4113 67.1059
81.1175 67.032
79.7191 67.2207
79.0496 67.4574
80.3653 66.9475
80.9611 66.561
81.5073 66.1073
81.9964 65.5924
82.4215 65.0236
82.7769 64.4089
83.0576 63.7566
83.2596 63.0758
82.8987 64.4399
83.0968 63.0428
82.9262 62.3424

